Timestamp,"What kind of pet is this (Dog, Cat, Bird, Other)","Pet's Full Name (you don't have to include your last name. Think ""Winston Churchill"" and not ""Winston Churchill MYLASTNAME"")","Pet's everyday name (e.g. ""Church"")",Pet's age,Pet's breed (if applicable)
Sun Jul 21 20:38:06 EDT 2019,Dog,Lady,Lady,9,BerneseMountainDog
Sun Jul 21 20:38:20 EDT 2019,Dog,Sammy Q,Sam,10,GoldenRetrievermix
Sun Jul 21 20:38:34 EDT 2019,Cat,Cookie,Cookaroo ,9,SiameseMix
Sun Jul 21 20:39:00 EDT 2019,Cat,Pepper,Bebs ,4,TabbyMix
Sun Jul 21 20:39:58 EDT 2019,Cat,ipod,ipod,12,Unknown
Sun Jul 21 20:40:28 EDT 2019,Cat,hank the cowcat,Hank,12,Unknown
Sun Jul 21 20:40:55 EDT 2019,Dog,Oliver Phish,Oliver,2,Pitbull
Sun Jul 21 20:41:12 EDT 2019,Dog,Cleopatra,Cleo,6,Italianmastiff
Sun Jul 21 20:41:18 EDT 2019,Dog,Birdie,Birdir,1,Labradoodle
Sun Jul 21 20:41:57 EDT 2019,Dog,Murphy,Murph,0.583333333,GoldenRetriever
Sun Jul 21 20:42:36 EDT 2019,Dog,Ryder,Ryder,14,Yellowlab
Sun Jul 21 20:42:55 EDT 2019,Dog,Talani Snowmageddon ,Milo,0.375,GoldenRetriever
Sun Jul 21 20:42:57 EDT 2019,Dog,Winnie the Blue,Winnie,0.916666667,Pitbull
Sun Jul 21 20:43:32 EDT 2019,Dog,Scarlett,Scarlett,0.25,CavalierKingCharlesSpaniel
Sun Jul 21 20:43:34 EDT 2019,Dog,Gus,Gus,11,GoldenRetriever
Sun Jul 21 20:43:20 EDT 2019,Dog,Dixie Marie,Dixie,8,SaintBernard
Sun Jul 21 20:43:39 EDT 2019,Dog,Heidi,Heidi,2,SaintBernard
Sun Jul 21 20:44:00 EDT 2019,Dog,Phin,Phin,2,SaintBernard
Sun Jul 21 20:44:19 EDT 2019,Dog,Jager,Jager,12,LabradorRetriever
Sun Jul 21 20:45:08 EDT 2019,Dog,Brown Bear,Bear,7,Unknown
Sun Jul 21 20:45:47 EDT 2019,Dog,Lucy,Lucy,4,GoldenRetriever
Sun Jul 21 20:46:36 EDT 2019,Dog,Kahlua ,Chicky-chix,0.833333333,Muttmix
Sun Jul 21 20:46:46 EDT 2019,Cat,Epinephrine,Epi,9,Mix
Sun Jul 21 20:47:04 EDT 2019,Dog,Baylei,Stinky,1,Labrador
Sun Jul 21 20:47:20 EDT 2019,Dog,Baylei,Stinky,1,Labrador
Sun Jul 21 20:47:21 EDT 2019,Cat,That Cat,T.C.,9,Mix
Sun Jul 21 20:48:03 EDT 2019,Dog,Rocky,Rocky,5,Labradormix
Sun Jul 21 20:48:04 EDT 2019,Bird,Buddy Ryan ,Buddy,12,Unknown
Sun Jul 21 20:48:25 EDT 2019,Dog,Abigail,Abby,4,Pitbull
Sun Jul 21 20:48:36 EDT 2019,Dog,Kira ,Kira/Squishy ,15,Beagle
Sun Jul 21 20:48:39 EDT 2019,Dog,Sammy,Sam,6,GoldenLabrador
Sun Jul 21 20:49:39 EDT 2019,Dog,Piper Marie,Piper,4,Newfoundlandmix
Sun Jul 21 20:50:01 EDT 2019,Dog,Charlene ,Charlie,12,Labradormix
Sun Jul 21 20:52:01 EDT 2019,Dog,Thor Mighty God of Thunder,Thor,9,Dachshundmix
Sun Jul 21 20:52:26 EDT 2019,Dog,Cody Anne,Cody,2,GoldenRetriever
Sun Jul 21 20:52:39 EDT 2019,Cat,Caesar ,Jeff-jeff,9,Unknown
Sun Jul 21 20:52:49 EDT 2019,Dog,Tessa,Tessa,11,GermanShepherd
Sun Jul 21 20:53:31 EDT 2019,Cat,Theia,"Kitty, booger butt, fluffybutt",11,Domesticlonghaired
Sun Jul 21 20:53:52 EDT 2019,Cat,Minerva Mcgonagall ,Minna,5,Tabby
Sun Jul 21 20:55:20 EDT 2019,Dog,Lily,Lily,10,Shepherdmix
Sun Jul 21 20:55:28 EDT 2019,Dog,Butters,Butters,9,Shepherdmix
Sun Jul 21 20:55:56 EDT 2019,Dog,Marigold,Marigold,8,Heinz57
Sun Jul 21 20:55:56 EDT 2019,Dog,Prince Romeo,Romey,8,MiniaturePinscher
Sun Jul 21 20:56:23 EDT 2019,Cat,Teacher’s Pet,Teeps,2,Unknown
Sun Jul 21 20:56:41 EDT 2019,Cat,Wimpy,Wimpy,2,Unknown
Sun Jul 21 20:56:54 EDT 2019,Cat,Lucy,Lucy,2,Unknown
Sun Jul 21 20:58:03 EDT 2019,Dog,"Snickers the First, Head Woofer",Snickers,6,Yorkie Mix
Sun Jul 21 20:58:53 EDT 2019,Dog,Lucky,Lucky,3,BlueHeelermix
Sun Jul 21 20:59:08 EDT 2019,Dog,Ares,Ares,8,Bulldog
Sun Jul 21 20:59:37 EDT 2019,Cat,Skylar,"Sweet boii, my beautiful baby boy",3,Unknown
Sun Jul 21 20:59:41 EDT 2019,Dog,Maximillian ,Max,13,GoldenRetriever
Sun Jul 21 20:59:43 EDT 2019,Dog,Rogue,Rogue,6,BorderColliemix
Sun Jul 21 21:00:34 EDT 2019,Cat,Sweety,Sweety,Unknown,DomesticLonghair
Sun Jul 21 21:00:56 EDT 2019,Cat,Benny,Ben,4,Domesticshorthair
Sun Jul 21 21:00:57 EDT 2019,Dog,Ace,,1,AmericanHairlessTerrier
Sun Jul 21 21:01:22 EDT 2019,Dog,Ava,,4,AmericanHairlessTerrier
Sun Jul 21 21:01:46 EDT 2019,Dog,Winnifred,Winnie,6,ShihTzu
Sun Jul 21 21:02:35 EDT 2019,Dog,Mika,Mika,8,Labradormix
Sun Jul 21 21:03:21 EDT 2019,Dog,Charlie Elizabeth Begonias ,Charlie,5,Labradoodle
Sun Jul 21 21:04:15 EDT 2019,Dog,Jack Ass,Jackie,5,BorderColliemix
Sun Jul 21 21:05:02 EDT 2019,Cat,Bean,Cat,7,Unknown
Sun Jul 21 21:05:33 EDT 2019,Cat,Skipps,Skipper,1,Unknown
Sun Jul 21 21:06:08 EDT 2019,Cat,Carly Q Cat,Carl,5,Unknown
Sun Jul 21 21:06:44 EDT 2019,Dog,Dan,Digger,13,Pug
Sun Jul 21 21:07:24 EDT 2019,Dog,Koko,Koko,4,FrenchBulldog
Sun Jul 21 21:07:41 EDT 2019,Dog,Archibald,Archie,2,GoldenRetriever
Sun Jul 21 21:07:48 EDT 2019,Dog,Sassie,Sassie,19,Poodle
Sun Jul 21 21:08:10 EDT 2019,Dog,Zoe,Zoe,12,ShihTzu
Sun Jul 21 21:09:22 EDT 2019,Dog,Bobo,Bobes ,10,Muttmix
Sun Jul 21 21:09:51 EDT 2019,Cat,Sofi,Sofi May Bofi,2,Calico
Sun Jul 21 21:11:03 EDT 2019,Dog,Isiah Thomas,Izzy,0.25,MaineCoon
Sun Jul 21 21:11:45 EDT 2019,Dog,Sir Pete the Pup,Pete,12,Chihuahua
Sun Jul 21 21:11:58 EDT 2019,Dog,Roux Stir,Roux,8,Catahoulamix
Sun Jul 21 21:12:25 EDT 2019,Dog,Lucy Scramble ,Lucy,5,Boxer
Sun Jul 21 21:13:17 EDT 2019,Dog,Junebug ,Junebug,10,Shepherdmix
Sun Jul 21 21:13:25 EDT 2019,Dog,Crinkle,Crink-a-dink,7,RhodesianRidgeback
Sun Jul 21 21:17:44 EDT 2019,Frog,George,George,Unknown,Metamorphic
Sun Jul 21 21:18:58 EDT 2019,Dog,Smokey,Spooky,14,Muttmix
Sun Jul 21 21:19:25 EDT 2019,Dog,Daisy Mae,Daisy,3,Labradormix
Sun Jul 21 21:20:10 EDT 2019,Dog,Crimson,Crimson,9,Beaglemix
Sun Jul 21 21:20:33 EDT 2019,Dog,Tide,Tide Dog,9,Beaglemix
Sun Jul 21 21:21:55 EDT 2019,Others,Kendall Jenner ,Ken,23,Human
Sun Jul 21 21:21:17 EDT 2019,Dog,Sophie,Sophie,10,Labradormix
Sun Jul 21 21:21:17 EDT 2019,Dog,Sir Nigel Petrie of the Poofybottom Clan,Nigel,12,Pomeranianmix
Sun Jul 21 21:23:39 EDT 2019,Dog,Tobi,"Bobo, Tib Tob, Tibbi Bibbi, Corn Chip",10,Newfoundlandmix
Sun Jul 21 21:24:35 EDT 2019,Dog,Bruin ,Bru ,7,GoldenRetriever
Sun Jul 21 21:26:37 EDT 2019,Dog,Lucinda Jean,Lucy,1,GoldenRetriever
Sun Jul 21 21:27:05 EDT 2019,Dog,Dave,Dave,4.5,GoldenRetriever
Sun Jul 21 21:28:50 EDT 2019,Dog,Harper Valley,Harper,0.25,Dachshund
Sun Jul 21 21:29:31 EDT 2019,Cat,calleigh Marie ,Calleigh,14,DSH
Sun Jul 21 21:29:36 EDT 2019,Dog,Buster Brown,Buster,11,Muttmix
Sun Jul 21 21:29:44 EDT 2019,Fish,Øptifish,Øptifish,0.038461538,GoldFish
Sun Jul 21 21:29:56 EDT 2019,Dog,Leila ,Leila!!,5,Pointer
Sun Jul 21 21:29:59 EDT 2019,Dog,Trixie,Trixie Treat,3,GoldenRetriever
Sun Jul 21 21:31:25 EDT 2019,Dog,Archer,Archibald ,9,Labradormix
Sun Jul 21 21:32:22 EDT 2019,Dog,Josie Pancakes Fluffybottom,Josie,8,Heinz57
Sun Jul 21 21:35:58 EDT 2019,Cat,Tiger Jack,Jack,6.75,Tabby
Sun Jul 21 21:36:38 EDT 2019,Cat,William Orange,Willie,6.75,Tabby
Sun Jul 21 21:39:23 EDT 2019,Dog,Zeus,Zu,1.5,GreatDane
Sun Jul 21 21:39:27 EDT 2019,Dog,Shooter,Shooter,8,BlueHeeler
Sun Jul 21 21:39:42 EDT 2019,Dog,Ellie,Ellie,8,Yellowlab
Sun Jul 21 21:40:04 EDT 2019,Dog,Macie,Mace,8,GoldenRetriever
Sun Jul 21 21:40:28 EDT 2019,Dog,Maddie,Bubbis,17,ShihTzu
Sun Jul 21 21:41:51 EDT 2019,Cat,Motown,Mo,8,DomesticLonghair
Sun Jul 21 21:43:51 EDT 2019,Fish,Spot,Spot,0.5,BettaFish
Sun Jul 21 21:43:53 EDT 2019,Dog,Squirt,Squirt,7,Bulldog
Sun Jul 21 21:43:30 EDT 2019,Dog,Samantha Marie,Sammie,8,Muttmix
Sun Jul 21 21:44:06 EDT 2019,Dog,Quincy,Quincy,5,Chowmix
Sun Jul 21 21:44:39 EDT 2019,Dog,Cajun ,Cajun ,6.5,GoldenLabrador
Sun Jul 21 21:45:10 EDT 2019,Dog,Duke,Dukie Doo,3,Pitbull
Sun Jul 21 21:45:51 EDT 2019,Dog,Daisy,Daisy Dee,3,Pitbull
Sun Jul 21 21:46:02 EDT 2019,Dog,Nico,Nico,4,Pugmix
Sun Jul 21 21:46:06 EDT 2019,Dog,Chance McCoy ,Chance,10,GoldenRetriever
Sun Jul 21 21:46:34 EDT 2019,Dog,Kobi,Kobi,11,Pitbull
Sun Jul 21 21:47:08 EDT 2019,Dog,Maila ,Maila Moose,1,SouthAfricanMastiff
Sun Jul 21 21:48:10 EDT 2019,Horse,Domino,Dommi,6,Paint
Sun Jul 21 21:48:44 EDT 2019,Dog,Phineas,Phin,3,LabradorRetriever
Sun Jul 21 21:48:57 EDT 2019,Dog,Cody,Vody,20,LabradorRetriever
Sun Jul 21 21:50:37 EDT 2019,Dog,Perry,Perry,3,LabradorRetriever
Sun Jul 21 21:50:38 EDT 2019,Bird,Gregory Peck,Greggie,2,BantamCochin-Chicken-Hen
Sun Jul 21 21:50:54 EDT 2019,Dog,Call it a night Sir Dudley,Dudley,5,GoldenRetriever
Sun Jul 21 21:51:39 EDT 2019,Dog,Madison Brooke,Maddy,7,FoxhoundMix
Sun Jul 21 21:51:56 EDT 2019,Cat,Pandors,Pandora,10,Unknown
Sun Jul 21 21:52:15 EDT 2019,Dog,Like Francis,Luke,8,Treeing Walker Coonhound
Sun Jul 21 21:52:12 EDT 2019,Cat,Bo Bo,Bo,4,Unknown
Sun Jul 21 21:52:39 EDT 2019,Cat,Zooey,Zooey,8,Unknown
Sun Jul 21 21:53:22 EDT 2019,Cat,Mollie ,Mollie,2,Evil
Sun Jul 21 21:53:43 EDT 2019,Cat,JJ,JJ,0.5,Unknown
Sun Jul 21 21:54:07 EDT 2019,Cat,Jenson Button. (Last name pronounced Boo Tawn),"Boo Bear, JB, or Button (Pronounced Boo Tawn)",8,Mix
Sun Jul 21 21:55:29 EDT 2019,Dog,Pilikia,Pili,14,Chihuahua
Sun Jul 21 21:57:00 EDT 2019,Dog,Mia Pieper,Mia,3,BlackLabMix
Sun Jul 21 21:55:40 EDT 2019,Cat,Nova Blake,Nova,1,Tabby
Sun Jul 21 21:59:31 EDT 2019,Dog,Pepper Potts,Pepper,6,GoldenRetriever
Sun Jul 21 22:00:00 EDT 2019,Dog,Scruffy,Scruffy,Deceased,Muttmix
Sun Jul 21 21:59:44 EDT 2019,Cat,Nikolai Maranov,Mr. M,12,MaineCoon
Sun Jul 21 22:00:09 EDT 2019,Cat,Django,Django,16,Tuxedo cat
Sun Jul 21 22:01:49 EDT 2019,Dog,Princess Jessi,Jessi,7,Unknown
Sun Jul 21 22:00:27 EDT 2019,Dog,Mowgli,,1,LabradorRetriever
Sun Jul 21 22:00:40 EDT 2019,Luna,,,2,Lab
Sun Jul 21 22:01:12 EDT 2019,Dog,Wille,Willie,8,Unknown
Sun Jul 21 22:02:15 EDT 2019,Dog,Otto,Otto,1.5,Doberman/BassetHound
Sun Jul 21 22:02:35 EDT 2019,Cat,Momma Martha,Martha,5,DSH
Sun Jul 21 22:03:14 EDT 2019,Dog,Optimus,Opti,7,Maltese
Sun Jul 21 22:05:50 EDT 2019,Dog,Memphis Mumford ,Memphis,2,CaneCorsoMastiff
Sun Jul 21 22:05:56 EDT 2019,Cat,Antoine,Toine,8,Tabbycat
Sun Jul 21 22:06:28 EDT 2019,Dog,Louie,Louie,6,Labradormix
Sun Jul 21 22:06:33 EDT 2019,Cat,Hunter Pounce,Caracat,8,Shorthaircat
Sun Jul 21 22:06:50 EDT 2019,Dog,Anna,Anna,5,Unknown
Sun Jul 21 22:07:20 EDT 2019,Dog,Chester,Chester,13,NovaScotiaDuckToller
Sun Jul 21 22:07:30 EDT 2019,Dog,Zeus Theodore,Zeus,7,Schnoodle
Sun Jul 21 22:07:42 EDT 2019,Dog,Ripley,Ripley,13,GoldenRetriever
Sun Jul 21 22:07:45 EDT 2019,Dog,Beau,Beau,4,Goldendoodle
Sun Jul 21 22:08:06 EDT 2019,Dog,Lucy,Lucy,9,GoldenRetriever
Sun Jul 21 22:08:45 EDT 2019,Dog,Penelope ,Penny,3,Maltese
Sun Jul 21 22:08:45 EDT 2019,Dog,Callie,Cal,4,GoldenRetriever
Sun Jul 21 22:08:21 EDT 2019,Dog,Jake,Jakey poo poo head,2,Goldendoodle
Sun Jul 21 22:09:28 EDT 2019,Dog,Willie,Willie,2.5,Labradormix
Sun Jul 21 22:12:41 EDT 2019,Dog,package,package,1,Dalmatianmix
Sun Jul 21 22:12:53 EDT 2019,Cat,Algernon ,"Algy, Gu",11,Unknown
Sun Jul 21 22:13:07 EDT 2019,Cat,Pickles!,Pickles or Pumpkin or Cutie Pie or Little Darlin,3,KittyMeow-Torti
Sun Jul 21 22:13:08 EDT 2019,Cat,jiblit,tiny jib ,1,Unknown
Sun Jul 21 22:13:19 EDT 2019,Dog,Luna,Luna,5,Yorkie
Sun Jul 21 22:13:39 EDT 2019,Dog,Delilah,Lila,4,LabradorRetriever
Sun Jul 21 22:15:54 EDT 2019,Cat,Celie,Celie,7,Tabby
Sun Jul 21 22:16:07 EDT 2019,Cat,Sophie,Sophie,7,Tabby
Sun Jul 21 22:16:17 EDT 2019,Cat,Oliver Wendell Holmes,Oliver,9,Unknown
Sun Jul 21 22:16:30 EDT 2019,Dog,Josephine ,Josie,4,BorderColliemix
Sun Jul 21 22:17:49 EDT 2019,Dog,Russell D.,Rusty,9,Muttmix
Sun Jul 21 22:17:51 EDT 2019,Dog,Excalibur Insubordinate O’Mallie IX ,Cali ,2,GoldenRetriever
Sun Jul 21 22:18:57 EDT 2019,Dog,Darth Vada Mae,Vada,7,BorderColliemix
Sun Jul 21 22:19:02 EDT 2019,Cat,Felix,Felix,12,Domesticshorthair
Sun Jul 21 22:19:32 EDT 2019,Dog,Butterscotch,Butters,9.5,Muttmix
Sun Jul 21 22:19:55 EDT 2019,Dog,Emma Jean Jelly Bean,Emma,13,ShihTzu
Sun Jul 21 22:19:58 EDT 2019,Cat,Binky,Binky,2,Domesticshorthair
Sun Jul 21 22:20:17 EDT 2019,Cat,Sox,Sox,10,Domesticshorthair
Sun Jul 21 22:21:23 EDT 2019,Dog,Rigby,Rigs,6,BostonTerrier
Sun Jul 21 22:22:12 EDT 2019,Dog,Sir Scribbles Of the Shire,Scribbles,5,ShihTzu
Sun Jul 21 22:21:58 EDT 2019,Cat,Herbert Fitzgerald,Bertie,3,Ragdoll
Sun Jul 21 22:22:22 EDT 2019,Cat,Gary,Gary,3,Tabby
Sun Jul 21 22:22:27 EDT 2019,Cat,Cassandra,Cassie,7,SiameseMix
Sun Jul 21 22:23:01 EDT 2019,Cat,Moose,Moose,0.166666667,Calico
Sun Jul 21 22:23:27 EDT 2019,Dog,Tele,Tele,11,LabradorRetriever
Sun Jul 21 22:23:52 EDT 2019,Dog,Maggie,Pooper,14,Dachshund
Sun Jul 21 22:24:45 EDT 2019,Cat,Daniel,Daniel,16,OrientalShorthair
Sun Jul 21 22:25:26 EDT 2019,Cat,Kitty,Kitty,16,DSH
Sun Jul 21 22:25:40 EDT 2019,Dog,Daisy Mae,Daisy,11,GoldenRetriever
Sun Jul 21 22:27:53 EDT 2019,Dog,Bug,Bug,6,JackRussellTerrier
Sun Jul 21 22:28:08 EDT 2019,Dog,Rayven,Ray,6,GermanShepherd
Sun Jul 21 22:28:12 EDT 2019,Dog,puppy girl,Puppy,4,JackRussellTerrier
Sun Jul 21 22:28:28 EDT 2019,Dog,beyoncé ,beyoncé ,2,Chihuahua
Sun Jul 21 22:30:21 EDT 2019,Dog,Pippa Mad,Pippa,2,Havanese
Sun Jul 21 22:30:35 EDT 2019,Dog,Tails Balboa,Tails ,14,Chihuahua
Sun Jul 21 22:31:00 EDT 2019,Dog,Tara Balboa,Tara,6,Chihuahua
Sun Jul 21 22:35:26 EDT 2019,Dog,Mia,Mimi,1,Chihuahua
Sun Jul 21 22:34:11 EDT 2019,Dog,Slainte,Slainte,12,Chiweenie
Sun Jul 21 22:35:49 EDT 2019,Cat,Persephone,Persnuffy,11,Unknown
Sun Jul 21 22:35:50 EDT 2019,Cat,Piper,Pipes,1,Unknown
Sun Jul 21 22:36:42 EDT 2019,Cat,Belle,Tiny Kitten,12,Unknown
Sun Jul 21 22:37:27 EDT 2019,Cat,Nyx,Nyxapooski,8,Unknown
Sun Jul 21 22:38:48 EDT 2019,Dog,Clyde Frog the Dog,Clyde ,3.75,YellowLabrador
Sun Jul 21 22:38:04 EDT 2019,Cat,Baby Tiger,Tiger bub,11,Unknown
Sun Jul 21 22:38:43 EDT 2019,Cat,Havoc,BB,2,Unknown
Sun Jul 21 22:40:35 EDT 2019,Dog,Asher,Ashie,9,GoldenRetriever
Sun Jul 21 22:40:37 EDT 2019,Dog,Miley,Miley,13.5,Muttmix
Sun Jul 21 22:40:40 EDT 2019,Cat,Tux,Monsieur Tux,2,Unknown
Sun Jul 21 22:41:00 EDT 2019,Horse,Paisley Desert Melody ,Melody,7,Mustang(horse)
Sun Jul 21 22:41:06 EDT 2019,Dog,Suzie,Suzie,5,ChocolateLabrador
Sun Jul 21 22:41:27 EDT 2019,Dog,Joshua,Joshie,9,GoldenRetriever
Sun Jul 21 22:42:08 EDT 2019,Dog,Kona Kai,Kona,2,Muttmix
Sun Jul 21 22:42:19 EDT 2019,Cat,Simba,Simba,6,DSH(Heorange)
Sun Jul 21 22:43:03 EDT 2019,Dog,Charlie,Charlie,11,BostonTerriermix
Sun Jul 21 22:43:10 EDT 2019,Turtle,Lucky,Lucky,Unknown,Deserttortoise
Sun Jul 21 22:43:40 EDT 2019,Cat,Duncan,Duncan,5.5,N/A
Sun Jul 21 22:44:09 EDT 2019,Dog,Lucky,Lucky,4,LabradorRetriever
Sun Jul 21 22:44:24 EDT 2019,Dog,Lily Ann ,Lily,3,GoldenRetriever
Sun Jul 21 22:44:37 EDT 2019,Dog,Robbie,Robbie,10,WestHighlandTerrier
Sun Jul 21 22:44:38 EDT 2019,Dog,Chance ,Chance,4,LabradorRetriever
Sun Jul 21 22:45:29 EDT 2019,Cat,Mir Hector,Mir,11.5,Domesticshorthair
Sun Jul 21 22:45:37 EDT 2019,Cat,Clover,Clo,2.5,Unknown
Sun Jul 21 22:46:05 EDT 2019,Cat,Lacerta Grace,Laci,11,Domesticshorthair
Sun Jul 21 22:46:08 EDT 2019,Dog,McGregor,Gregs,11,ScottishTerrier
Sun Jul 21 22:46:10 EDT 2019,Cat,Mosephus,Mo,3.5,Unknown
Sun Jul 21 22:46:50 EDT 2019,Dog,Maggie,"Mags, maggals",6,Corgi
Sun Jul 21 22:46:55 EDT 2019,Dog,Boo Radley Beauregard ,Boo,5,Houndmix
Sun Jul 21 22:48:01 EDT 2019,Cat,Pictor James,Pictor ,8,LynxpointSiamese
Sun Jul 21 22:48:12 EDT 2019,Cat,Yellowie,Old man,19,Unknown
Sun Jul 21 22:48:30 EDT 2019,Cat,Sylvio,Syl,14,Unknown
Sun Jul 21 22:48:30 EDT 2019,Dog,Jean Louise,Scout,2.5,GoldenRetriever
Sun Jul 21 22:48:54 EDT 2019,Cat,Cooper Kent DeGroat,Cooper,1,Tuxedo cat
Sun Jul 21 22:49:17 EDT 2019,Dog,Java Joe,Joe,0.134615385,Corgi
Sun Jul 21 22:49:40 EDT 2019,Dog,Heidi hoho,Heidi,7,Rescue
Sun Jul 21 22:50:53 EDT 2019,Dog,Finlay Heisenberg ,Finn,8,ShihTzu
Sun Jul 21 22:51:01 EDT 2019,Cat,Porkchop ,Porkie,4,Rescue
Sun Jul 21 22:51:05 EDT 2019,Dog,Nala Belle,Nala,11,GoldenRetriever
Sun Jul 21 22:51:36 EDT 2019,Cat,Lila,Lielee,10,Long-hairdomestic
Sun Jul 21 22:52:13 EDT 2019,Dog,Matelin Paco Junior,Mate,9,AustralianShepherd
Sun Jul 21 22:51:45 EDT 2019,Cat,Applesauce ,Apple,2,Rescue
Sun Jul 21 22:52:47 EDT 2019,Dog,Eddie ,Eddie,8,Chihuahua
Sun Jul 21 22:52:17 EDT 2019,Dog,Sir Thompson Squigglebutt,Tommy,7,Chihuahua
Sun Jul 21 22:53:16 EDT 2019,Dog,Miss Kasey Bubbles ,Kasey,8,EnglishSetter
Sun Jul 21 22:53:44 EDT 2019,Dog,Angel ,Angel,9,GoldenRetriever
Sun Jul 21 22:54:06 EDT 2019,Dog,Loosie,Goose,15,Whippet
Sun Jul 21 22:54:17 EDT 2019,Bird,Ruby,Ruby,2,Parakeet
Sun Jul 21 22:54:39 EDT 2019,Dog,Sophie,Sophie,14,Whippet
Sun Jul 21 22:55:13 EDT 2019,Lizard,Robert ,Robbie,1,LeopardGecko
Sun Jul 21 22:55:17 EDT 2019,Dog,Douglas,Douglas,10,BassetHound
Sun Jul 21 22:55:36 EDT 2019,Dog,Zoi,Z,1,EnglishSetter
Sun Jul 21 22:55:53 EDT 2019,Cat,Menke,Menke,4,Manx
Sun Jul 21 22:56:01 EDT 2019,Dog,Jasper,Jasper,14,Whippet
Sun Jul 21 22:56:23 EDT 2019,Dog,Rupert,Roo,3,BassetHound
Sun Jul 21 22:56:57 EDT 2019,Dog,Spencer,Spence,10,Pointer
Sun Jul 21 22:57:32 EDT 2019,Dog,Sir Clyde Bootsie Sideeye,Clyde ,11,Chihuahua
Sun Jul 21 22:58:00 EDT 2019,Dog,Daisy Mae,Daisy,7,Goldendoodle
Sun Jul 21 23:01:49 EDT 2019,Dog,Teddy Bear,Teddy,11,Chowmix
Sun Jul 21 23:06:09 EDT 2019,Dog,Edward Gene ,Eddy,15,GoldenRetriever
Sun Jul 21 23:05:40 EDT 2019,Dog,Peaches Monroe,Peaches,4,JackRussellTerrier
Sun Jul 21 23:06:19 EDT 2019,Dog,Sir Nicholas,Nick,9,Corgimix
Sun Jul 21 23:06:25 EDT 2019,Dog,Eowyn,Eo,13,ShihTzu
Sun Jul 21 23:06:41 EDT 2019,Dog,Jayden,Denden,8,ShihTzu
Sun Jul 21 23:06:55 EDT 2019,Dog,Joey,Jo,1,GoldenRetriever
Sun Jul 21 23:08:33 EDT 2019,Dog,Walker Texas Ranger ,Wally,1,LabradorRetriever
Sun Jul 21 23:08:52 EDT 2019,Dog,Mike Mussina ,Moose,1,LabradorRetriever
Sun Jul 21 23:10:08 EDT 2019,Cat,Azuca,Zucchini,8,Unknown
Sun Jul 21 23:13:48 EDT 2019,Cat,Lady Bluebelle,Bluebelle,16,DMH
Sun Jul 21 23:12:08 EDT 2019,Dog,Demon Deacon,Deke,13,GoldenRetriever
Sun Jul 21 23:12:01 EDT 2019,Dog,benny the tiny von hudehoff,Benny,5,Yorkie Mix
Sun Jul 21 23:14:17 EDT 2019,Dog,Jacky,Jack,3,GoldenRetriever
Sun Jul 21 23:14:47 EDT 2019,Dog,Gigi,Gigi,10,GoldenRetriever
Sun Jul 21 23:15:03 EDT 2019,Dog,Liontamer’s Nelson M Mandela ,Nelson ,2,RhodesianRidgeback
Sun Jul 21 23:15:17 EDT 2019,Dog,Toby,Toby,12,GoldenRetriever
Sun Jul 21 23:15:32 EDT 2019,Dog,Sugar,Sugar,13,Mixed Breeds
Sun Jul 21 23:15:36 EDT 2019,Cat,Rey,Rey,2,Unknown
Sun Jul 21 23:15:36 EDT 2019,Dog,Mackley,Mackey,4,AmericanBulldog
Sun Jul 21 23:15:44 EDT 2019,Cat,Gordon BaNarNar,Gordon,6,Tabby
Sun Jul 21 23:15:49 EDT 2019,Dog,Sugar,Sugar,5,GoldenRetriever
Sun Jul 21 23:16:18 EDT 2019,Dog,Minnie,Minnie,10,Minpin
Sun Jul 21 23:18:09 EDT 2019,Dog,Meeko letang,Bubby,3,Roughcollie
Sun Jul 21 23:20:18 EDT 2019,Cat,"Mephistopheles, der leibhaftige Teufel, Lord of the Underworld, Bringer of Darkness  ",Felix,11,DSH
Sun Jul 21 23:20:55 EDT 2019,Dog,Oddjob,Jobby,11,Puggle
Sun Jul 21 23:20:57 EDT 2019,Cat,River,River,8,DSHOrangeTabby
Sun Jul 21 23:22:54 EDT 2019,Dog,Charleston Wesley,Charlie,1,Goldendoodle
Sun Jul 21 23:23:18 EDT 2019,Dog,Shelby,Shelb ,0,Muttmix
Sun Jul 21 23:23:43 EDT 2019,Dog,Barracuda ,Cuda ,0.25,GoldenShepherdmix
Sun Jul 21 23:24:03 EDT 2019,Hamster,Lilapution Marie,Lilla,0,Unknown
Sun Jul 21 23:24:07 EDT 2019,Dog,Daisy,Daisy,5,Labradormix
Sun Jul 21 23:24:08 EDT 2019,Dog,Moose Van Haus Huenink,Moose,3,Rottweiler
Sun Jul 21 23:24:26 EDT 2019,Dog,Princess Bella Marie,Bella,11,MiniDachshund/Beaglemix
Sun Jul 21 23:24:28 EDT 2019,Hamster,Turtle Dove,Turtle,0,Syrian
Sun Jul 21 23:24:42 EDT 2019,Dog,Geno Stoneycreek Pugh,Beans,2,Rottweiler
Sun Jul 21 23:24:44 EDT 2019,Cat,Axel daxel,Axel,9,Shorthairdomestic
Sun Jul 21 23:25:05 EDT 2019,Fish,Michael Lee,Michael ,0.916666667,BettaFish
Sun Jul 21 23:25:12 EDT 2019,Cat,Babe Ruthy,Babe,9,Domesticshorthair
